property_id,location_city,location_district,listing_date,property_type,square_footage,bedrooms,bathrooms,year_built,build_quality_rating,nearby_amenities_score,market_trend_index,sale_price_gbp,agent_commission_percentage,days_on_market,transaction_type,revenue_activity,revenue_gbp_monthly,property_age,listing_month,demand_index
BG-REA-20221002-02819,Reading,Southcote,2022-10-02,Detached House,2633,2,1,2002,3,10.0,1.09,1051752.29,2.92,110,Lease,Airbnb/Short Let,88656.09,23,10,0.009009009009009009
BG-LON-20210821-02820,London,Ealing,2021-08-21,Townhouse,1126,1,1,1987,2,3.0,1.13,658722.12,2.99,27,Sale,Sale Commission,1641.32,38,8,0.03571428571428571
BG-GUI-20250213-02821,Guildford,Onslow Village,2025-02-13,Apartment,698,5,3,2020,1,10.0,1.05,496758.73,2.31,150,Sale,Sale Commission,956.26,5,2,0.006622516556291391
BG-REA-20180920-02822,Reading,Kennet Island,2018-09-20,Townhouse,1219,2,2,1980,9,2.0,0.99,796777.24,1.8,151,Sale,Sale Commission,1195.17,45,9,0.006578947368421052
BG-REA-20221004-02823,Reading,Coley,2022-10-04,Apartment,3052,4,1,1956,4,1.0,1.09,1558233.13,1.62,172,Sale,Sale Commission,2103.61,69,10,0.005780346820809248
BG-GUI-20180410-02824,Guildford,Onslow Village,2018-04-10,Detached House,2369,5,2,1999,3,9.0,1.0,1802909.07,1.42,139,Sale,Sale Commission,2133.44,26,4,0.007142857142857143
BG-GUI-20211120-02825,Guildford,Stoughton,2021-11-20,Townhouse,1713,2,2,2012,6,3.0,1.12,911891.27,2.44,98,Lease,Residential Rent,60917.53,13,11,0.010101010101010102
BG-REA-20181230-02826,Reading,Southcote,2018-12-30,Detached House,2313,4,3,1955,1,9.0,1.0,1032630.89,2.89,74,Lease,Student Housing,77394.28,70,12,0.013333333333333334
BG-LON-20210605-02827,London,Notting Hill,2021-06-05,Apartment,2814,3,1,1962,5,3.0,0.87,1345573.23,2.47,170,Sale,Sale Commission,2769.64,63,6,0.005847953216374269
BG-REA-20250423-02828,Reading,Southcote,2025-04-23,Detached House,1409,4,4,1999,9,3.0,1.05,814133.65,2.83,172,Lease,Student Housing,49480.15,26,4,0.005780346820809248
BG-LON-20180822-02829,London,Notting Hill,2018-08-22,Townhouse,1521,5,5,1976,5,,0.99,867993.82,2.77,16,Lease,Airbnb/Short Let,37750.48,49,8,0.058823529411764705
BG-GUI-20240326-02830,Guildford,Jacobs Well,2024-03-26,Townhouse,3118,5,4,1980,7,10.0,1.14,2197230.14,2.76,170,Sale,Sale Commission,5053.63,45,3,0.005847953216374269
BG-LON-20220308-02831,London,Clapham,2022-03-08,Detached House,2546,3,1,1997,1,8.0,1.08,1672295.09,1.07,120,Sale,Sale Commission,1491.13,28,3,0.008264462809917356
BG-REA-20181225-02832,Reading,Coley,2018-12-25,Detached House,3096,1,1,2008,4,9.0,1.01,1631246.84,1.84,174,Sale,Sale Commission,2501.25,17,12,0.005714285714285714
BG-REA-20180929-02833,Reading,Kennet Island,2018-09-29,Townhouse,1624,3,3,1965,5,,1.0,1180696.72,1.41,44,Sale,Sale Commission,1387.32,60,9,0.022222222222222223
BG-LON-20230126-02834,London,Kensington,2023-01-26,Apartment,1370,3,3,1956,8,6.0,1.07,1489359.74,2.28,50,Lease,Student Housing,30536.4,69,1,0.0196078431372549
BG-LON-20190924-02835,London,Shoreditch,2019-09-24,Townhouse,535,2,2,1978,6,2.0,1.01,195779.82,2.61,42,Sale,Sale Commission,425.82,47,9,0.023255813953488372
BG-GUI-20180318-02836,Guildford,Stoughton,2018-03-18,Apartment,3346,2,1,2013,3,4.0,1.0,1872357.72,2.74,160,Sale,Sale Commission,4275.22,12,3,0.006211180124223602
BG-REA-20190902-02837,Reading,Tilehurst,2019-09-02,Detached House,2048,3,1,2015,2,1.0,1.0,910981.7,1.24,83,Sale,Sale Commission,941.35,10,9,0.011904761904761904
BG-LON-20200528-02838,London,Kensington,2020-05-28,Apartment,3575,4,2,2002,5,10.0,0.86,3508179.68,2.55,166,Sale,Sale Commission,7454.88,23,5,0.005988023952095809
BG-REA-20220705-02839,Reading,Earley,2022-07-05,Apartment,3290,5,1,2015,1,8.0,1.06,1556993.27,2.33,76,Sale,Sale Commission,3023.16,10,7,0.012987012987012988
BG-LON-20180609-02840,London,Shoreditch,2018-06-09,Townhouse,3462,2,1,1974,4,10.0,1.0,1825535.22,1.53,152,Sale,Sale Commission,2327.56,51,6,0.006535947712418301
BG-GUI-20200324-02841,Guildford,Merrow,2020-03-24,Detached House,2568,2,1,1959,2,7.0,0.89,1479665.77,1.7,166,Lease,Student Housing,58197.26,66,3,0.005988023952095809
BG-LON-20180723-02842,London,Islington,2018-07-23,Detached House,1922,3,1,1961,6,7.0,1.0,971267.1,2.99,68,Lease,Student Housing,71990.81,64,7,0.014492753623188406
BG-GUI-20181225-02843,Guildford,Jacobs Well,2018-12-25,Apartment,2854,4,3,1983,10,10.0,0.99,2345615.75,1.39,81,Sale,Sale Commission,2717.0,42,12,0.012195121951219513
BG-LON-20240517-02844,London,Hackney,2024-05-17,Townhouse,782,5,3,1992,4,10.0,1.06,720597.12,1.2,8,Sale,Sale Commission,720.6,33,5,0.1111111111111111
BG-LON-20180611-02845,London,Ealing,2018-06-11,Apartment,1108,4,4,2004,5,10.0,0.99,987810.19,1.98,161,Sale,Sale Commission,1629.89,21,6,0.006172839506172839
BG-GUI-20240815-02846,Guildford,Merrow,2024-08-15,Detached House,1194,4,3,1990,6,6.0,1.07,797559.31,2.69,178,Sale,Sale Commission,1787.86,35,8,0.00558659217877095
BG-GUI-20220729-02847,Guildford,Burpham,2022-07-29,Townhouse,1783,3,3,2007,7,4.0,1.06,1152775.47,2.15,73,Sale,Sale Commission,2065.39,18,7,0.013513513513513514
BG-LON-20191216-02848,London,Ealing,2019-12-16,Detached House,1141,4,2,1950,9,2.0,0.98,705620.25,2.2,151,Sale,Sale Commission,1293.64,75,12,0.006578947368421052
BG-LON-20180724-02849,London,Greenwich,2018-07-24,Apartment,3174,5,2,1957,5,7.0,0.98,1829700.2,2.75,161,Sale,Sale Commission,4193.06,68,7,0.006172839506172839
BG-GUI-20240910-02850,Guildford,Burpham,2024-09-10,Apartment,1545,3,2,1994,6,6.0,1.11,1170896.88,2.41,144,Sale,Sale Commission,2351.55,31,9,0.006896551724137931
BG-REA-20231014-02851,Reading,Earley,2023-10-14,Detached House,761,2,2,1998,8,1.0,1.11,474990.87,1.3,72,Sale,Sale Commission,514.57,27,10,0.0136986301369863
BG-REA-20240229-02852,Reading,Earley,2024-02-29,Apartment,1401,5,4,1962,5,1.0,1.11,1162426.06,1.87,91,Lease,Airbnb/Short Let,46873.4,63,2,0.010869565217391304
BG-REA-20250320-02853,Reading,Coley,2025-03-20,Apartment,707,3,3,1985,9,,1.1,493931.79,1.7,49,Lease,Airbnb/Short Let,19382.24,40,3,0.02
BG-LON-20250510-02854,London,Kensington,2025-05-10,Apartment,3168,2,1,1959,6,6.0,1.12,3811771.97,1.76,98,Sale,Sale Commission,5590.6,66,5,0.010101010101010102
BG-REA-20180401-02855,Reading,Whitley,2018-04-01,Townhouse,2604,3,2,1951,8,4.0,1.0,2004173.66,2.22,13,Lease,Student Housing,99562.46,74,4,0.07142857142857142
BG-LON-20210906-02856,London,Clapham,2021-09-06,Apartment,2108,2,2,1961,6,10.0,1.08,1257434.28,2.96,101,Sale,Sale Commission,3101.67,64,9,0.00980392156862745
BG-REA-20220901-02857,Reading,Coley,2022-09-01,Apartment,804,5,2,1956,7,7.0,1.13,728566.81,1.45,37,Sale,Sale Commission,880.35,69,9,0.02631578947368421
BG-LON-20250308-02858,London,Ealing,2025-03-08,Townhouse,3004,4,4,1978,1,5.0,1.11,1559043.55,1.57,74,Sale,Sale Commission,2039.75,47,3,0.013333333333333334
BG-LON-20200518-02859,London,Richmond,2020-05-18,Townhouse,1233,4,4,1979,1,,0.95,591961.99,2.08,83,Lease,Residential Rent,46775.81,46,5,0.011904761904761904
BG-REA-20230121-02860,Reading,Earley,2023-01-21,Townhouse,1309,1,1,2021,4,4.0,1.07,524936.42,1.1,130,Sale,Sale Commission,481.19,4,1,0.007633587786259542
BG-REA-20180401-02861,Reading,Southcote,2018-04-01,Apartment,2625,5,1,1999,4,6.0,1.0,1327694.12,2.51,136,Sale,Sale Commission,2777.09,26,4,0.0072992700729927005
BG-GUI-20180122-02862,Guildford,Jacobs Well,2018-01-22,Apartment,3763,5,3,1955,1,5.0,0.99,2318521.1,1.61,153,Lease,Student Housing,62492.91,70,1,0.006493506493506494
BG-REA-20220621-02863,Reading,Caversham,2022-06-21,Apartment,3190,2,1,1976,6,3.0,1.14,1980864.43,2.31,151,Sale,Sale Commission,3813.16,49,6,0.006578947368421052
BG-REA-20240117-02864,Reading,Kennet Island,2024-01-17,Detached House,1988,1,1,1981,9,10.0,1.08,1436898.49,2.39,42,Lease,Student Housing,50204.37,44,1,0.023255813953488372
BG-REA-20221029-02865,Reading,Caversham,2022-10-29,Apartment,3148,4,2,2020,2,5.0,1.06,2006258.66,1.33,115,Sale,Sale Commission,2223.6,5,10,0.008620689655172414
BG-GUI-20200723-02866,Guildford,Park Barn,2020-07-23,Apartment,1768,4,1,1952,1,5.0,0.87,1012712.98,1.71,154,Lease,Student Housing,33718.71,73,7,0.0064516129032258064
BG-REA-20211109-02867,Reading,Caversham,2021-11-09,Townhouse,2972,1,1,1987,9,8.0,1.13,1366543.35,1.86,162,Lease,Student Housing,45542.8,38,11,0.006134969325153374
BG-LON-20180704-02868,London,Camden,2018-07-04,Townhouse,3606,1,1,2008,8,,1.01,1796455.21,2.22,135,Sale,Sale Commission,3323.44,17,7,0.007352941176470588
BG-LON-20231027-02869,London,Chelsea,2023-10-27,Apartment,2351,1,1,1952,5,2.0,1.11,1656182.02,2.56,115,Sale,Sale Commission,3533.19,73,10,0.008620689655172414
BG-GUI-20231213-02870,Guildford,Stoughton,2023-12-13,Apartment,1404,5,4,1967,5,6.0,1.07,971306.65,1.71,77,Sale,Sale Commission,1384.11,58,12,0.01282051282051282
BG-REA-20231011-02871,Reading,Earley,2023-10-11,Townhouse,1629,2,2,1956,10,8.0,1.1,749334.78,2.67,40,Sale,Sale Commission,1667.27,69,10,0.024390243902439025
BG-LON-20200219-02872,London,Hammersmith,2020-02-19,Detached House,2764,1,1,2001,4,2.0,1.0,1493359.33,2.01,131,Sale,Sale Commission,2501.38,24,2,0.007575757575757576
BG-REA-20250201-02873,Reading,Southcote,2025-02-01,Townhouse,768,3,3,1962,4,5.0,1.05,326899.96,2.04,105,Sale,Sale Commission,555.73,63,2,0.009433962264150943
BG-REA-20231123-02874,Reading,Whitley,2023-11-23,Detached House,666,2,2,2010,1,2.0,1.12,365266.55,1.8,112,Sale,Sale Commission,547.9,15,11,0.008849557522123894
BG-GUI-20200629-02875,Guildford,Onslow Village,2020-06-29,Detached House,1262,4,4,1956,1,6.0,0.93,772998.69,1.82,138,Sale,Sale Commission,1172.38,69,6,0.007194244604316547
BG-GUI-20230604-02876,Guildford,Burpham,2023-06-04,Detached House,1065,2,2,1964,4,5.0,1.14,708253.82,2.51,53,Lease,Residential Rent,35802.1,61,6,0.018518518518518517
BG-GUI-20211011-02877,Guildford,Jacobs Well,2021-10-11,Detached House,2368,2,2,1972,1,1.0,1.09,910941.47,2.88,152,Sale,Sale Commission,2186.26,53,10,0.006535947712418301
BG-GUI-20201210-02878,Guildford,Jacobs Well,2020-12-10,Detached House,1762,2,2,2002,5,3.0,0.88,1045213.77,1.26,94,Sale,Sale Commission,1097.47,23,12,0.010526315789473684
BG-GUI-20190603-02879,Guildford,Stoughton,2019-06-03,Detached House,3383,3,2,2016,8,6.0,1.0,2554972.57,2.1,95,Sale,Sale Commission,4471.2,9,6,0.010416666666666666
BG-REA-20210802-02880,Reading,Whitley,2021-08-02,Townhouse,3579,2,2,1990,1,4.0,1.13,1926760.02,1.06,170,Sale,Sale Commission,1701.97,35,8,0.005847953216374269
BG-GUI-20200902-02881,Guildford,Merrow,2020-09-02,Detached House,3839,1,1,2020,8,10.0,0.88,2179420.83,1.96,81,Sale,Sale Commission,3559.72,5,9,0.012195121951219513
BG-REA-20180411-02882,Reading,Whitley,2018-04-11,Townhouse,695,5,3,2003,7,9.0,1.01,551608.32,2.06,112,Sale,Sale Commission,946.93,22,4,0.008849557522123894
BG-GUI-20200422-02883,Guildford,Onslow Village,2020-04-22,Apartment,2013,4,1,1961,8,9.0,0.86,1066949.68,1.75,108,Lease,Student Housing,60388.17,64,4,0.009174311926605505
BG-LON-20220520-02884,London,Wimbledon,2022-05-20,Detached House,3710,4,4,1993,3,,1.14,2134148.71,2.48,62,Sale,Sale Commission,4410.57,32,5,0.015873015873015872
BG-LON-20180316-02885,London,Notting Hill,2018-03-16,Townhouse,3908,2,1,2017,6,4.0,1.01,2377599.22,2.52,137,Sale,Sale Commission,4992.96,8,3,0.007246376811594203
BG-GUI-20231029-02886,Guildford,Onslow Village,2023-10-29,Detached House,1042,1,1,1950,1,7.0,1.06,520694.5,1.91,9,Sale,Sale Commission,828.77,75,10,0.1
BG-GUI-20200418-02887,Guildford,Park Barn,2020-04-18,Townhouse,3239,3,1,2004,4,5.0,0.91,2059226.28,2.6,86,Sale,Sale Commission,4461.66,21,4,0.011494252873563218
BG-GUI-20240123-02888,Guildford,Park Barn,2024-01-23,Apartment,2507,2,2,2012,9,4.0,1.12,1168860.07,2.59,57,Sale,Sale Commission,2522.79,13,1,0.017241379310344827
BG-REA-20240721-02889,Reading,Whitley,2024-07-21,Detached House,3704,2,1,1993,8,8.0,1.14,2003558.3,2.6,43,Sale,Sale Commission,4341.04,32,7,0.022727272727272728
BG-REA-20200626-02890,Reading,Kennet Island,2020-06-26,Detached House,2931,2,1,1991,7,9.0,0.91,1525778.6,2.05,86,Sale,Sale Commission,2606.54,34,6,0.011494252873563218
BG-LON-20240715-02891,London,Kensington,2024-07-15,Apartment,2492,1,1,1963,7,7.0,1.13,1981064.15,2.62,5,Sale,Sale Commission,4325.32,62,7,0.16666666666666666
BG-LON-20230304-02892,London,Brixton,2023-03-04,Detached House,3760,2,1,1963,3,8.0,1.09,2769189.79,1.08,117,Sale,Sale Commission,2492.27,62,3,0.00847457627118644
BG-GUI-20190615-02893,Guildford,Stoughton,2019-06-15,Detached House,2739,3,1,1961,1,5.0,1.0,1312364.25,1.29,101,Lease,Residential Rent,74144.11,64,6,0.00980392156862745
BG-REA-20230322-02894,Reading,Coley,2023-03-22,Townhouse,2153,4,3,2021,10,2.0,1.08,1639051.79,1.57,161,Sale,Sale Commission,2144.43,4,3,0.006172839506172839
BG-GUI-20180302-02895,Guildford,Guildford Town Centre,2018-03-02,Apartment,2080,1,1,2007,4,9.0,1.0,1399475.2,2.98,152,Sale,Sale Commission,3475.36,18,3,0.006535947712418301
BG-REA-20240329-02896,Reading,Southcote,2024-03-29,Townhouse,1910,2,2,1952,6,9.0,1.11,1348037.08,2.18,36,Sale,Sale Commission,2448.93,73,3,0.02702702702702703
BG-REA-20210323-02897,Reading,Caversham,2021-03-23,Detached House,3987,5,3,2003,4,6.0,0.92,2535403.6,2.27,141,Sale,Sale Commission,4796.14,22,3,0.007042253521126761
BG-GUI-20180111-02898,Guildford,Guildford Town Centre,2018-01-11,Detached House,1422,2,1,1974,7,6.0,1.01,663036.7,1.35,60,Lease,Student Housing,37781.84,51,1,0.01639344262295082
BG-LON-20231012-02899,London,Hackney,2023-10-12,Townhouse,3608,2,2,1982,2,4.0,1.07,1720570.01,1.58,107,Lease,Airbnb/Short Let,120223.93,43,10,0.009259259259259259
BG-LON-20181222-02900,London,Croydon,2018-12-22,Detached House,3507,4,2,1956,5,7.0,0.99,2487680.59,2.13,95,Lease,Airbnb/Short Let,79199.57,69,12,0.010416666666666666
BG-GUI-20180523-02901,Guildford,Jacobs Well,2018-05-23,Apartment,2314,3,3,2018,10,6.0,1.01,1845076.13,2.46,129,Sale,Sale Commission,3782.41,7,5,0.007692307692307693
BG-GUI-20230724-02902,Guildford,Merrow,2023-07-24,Townhouse,1045,4,1,1985,8,3.0,1.09,505201.1,1.08,48,Lease,Residential Rent,36818.81,40,7,0.02040816326530612
BG-REA-20190227-02903,Reading,Coley,2019-02-27,Detached House,2945,1,1,2004,4,10.0,0.98,1206560.1,1.93,104,Sale,Sale Commission,1940.55,21,2,0.009523809523809525
BG-GUI-20220523-02904,Guildford,Guildford Town Centre,2022-05-23,Townhouse,861,5,3,1997,8,2.0,1.07,610941.14,2.94,158,Sale,Sale Commission,1496.81,28,5,0.006289308176100629
BG-REA-20200604-02905,Reading,Caversham,2020-06-04,Townhouse,2113,4,3,1991,2,6.0,0.9,1083731.8,1.17,53,Lease,Airbnb/Short Let,70086.09,34,6,0.018518518518518517
BG-LON-20240326-02906,London,Brixton,2024-03-26,Detached House,978,4,4,2023,6,4.0,1.12,458463.28,1.11,84,Lease,Residential Rent,27309.05,2,3,0.011764705882352941
BG-REA-20190403-02907,Reading,Earley,2019-04-03,Detached House,1366,2,2,2010,8,5.0,1.0,995463.74,1.25,64,Lease,Student Housing,26532.27,15,4,0.015384615384615385
BG-GUI-20230120-02908,Guildford,Guildford Town Centre,2023-01-20,Detached House,2503,3,1,2006,2,8.0,1.06,1041100.22,1.76,105,Sale,Sale Commission,1526.95,19,1,0.009433962264150943
BG-REA-20211213-02909,Reading,Tilehurst,2021-12-13,Apartment,3397,2,2,1991,9,9.0,1.09,2400384.74,1.76,92,Sale,Sale Commission,3520.56,34,12,0.010752688172043012
BG-GUI-20201121-02910,Guildford,Burpham,2020-11-21,Townhouse,1999,4,3,2015,4,5.0,0.85,771025.61,1.29,123,Lease,Residential Rent,52010.48,10,11,0.008064516129032258
BG-LON-20250620-02911,London,Camden,2025-06-20,Detached House,3384,3,2,1975,2,2.0,1.13,2346648.58,1.98,45,Lease,Student Housing,98224.64,50,6,0.021739130434782608
BG-REA-20220508-02912,Reading,Whitley,2022-05-08,Detached House,1703,4,4,2018,10,7.0,1.07,1172246.15,2.46,138,Lease,Student Housing,64658.61,7,5,0.007194244604316547
BG-GUI-20190729-02913,Guildford,Park Barn,2019-07-29,Detached House,2840,1,1,2005,3,1.0,1.0,1290094.5,1.72,37,Lease,Residential Rent,81311.79,20,7,0.02631578947368421
BG-REA-20200219-02914,Reading,Tilehurst,2020-02-19,Apartment,3968,4,4,1976,5,7.0,1.01,2827367.47,1.35,133,Lease,Student Housing,98285.47,49,2,0.007462686567164179
BG-GUI-20190422-02915,Guildford,Park Barn,2019-04-22,Townhouse,1953,3,1,1984,9,2.0,0.99,1055974.12,1.54,24,Sale,Sale Commission,1355.17,41,4,0.04
BG-REA-20210210-02916,Reading,Southcote,2021-02-10,Detached House,3159,3,3,2007,8,8.0,0.93,2106511.04,2.71,173,Sale,Sale Commission,4757.2,18,2,0.005747126436781609
BG-GUI-20240226-02917,Guildford,Park Barn,2024-02-26,Townhouse,1380,1,1,2001,1,10.0,1.13,743901.11,2.21,110,Sale,Sale Commission,1370.02,24,2,0.009009009009009009
BG-LON-20250520-02918,London,Greenwich,2025-05-20,Townhouse,3729,2,1,2002,7,9.0,1.06,2417455.18,1.49,133,Sale,Sale Commission,3001.67,23,5,0.007462686567164179
BG-GUI-20221003-02919,Guildford,Park Barn,2022-10-03,Detached House,3551,4,4,2001,5,8.0,1.05,2407585.34,2.91,176,Lease,Student Housing,77136.98,24,10,0.005649717514124294
BG-LON-20210315-02920,London,Islington,2021-03-15,Detached House,1382,4,4,1975,10,3.0,0.91,1215510.1,2.5,163,Lease,Residential Rent,30662.54,50,3,0.006097560975609756
BG-REA-20220927-02921,Reading,Kennet Island,2022-09-27,Apartment,3747,5,1,1973,7,6.0,1.12,3009157.11,1.3,147,Sale,Sale Commission,3259.92,52,9,0.006756756756756757
BG-GUI-20230608-02922,Guildford,Jacobs Well,2023-06-08,Townhouse,1683,1,1,1966,2,4.0,1.12,927014.74,1.51,63,Sale,Sale Commission,1166.49,59,6,0.015625
BG-LON-20220707-02923,London,Wimbledon,2022-07-07,Apartment,3516,4,3,2004,3,7.0,1.15,1570520.76,1.87,129,Sale,Sale Commission,2447.39,21,7,0.007692307692307693
BG-REA-20180903-02924,Reading,Caversham,2018-09-03,Apartment,3725,5,2,1960,10,5.0,1.01,2759046.3,1.68,131,Sale,Sale Commission,3862.66,65,9,0.007575757575757576
BG-LON-20220702-02925,London,Hammersmith,2022-07-02,Detached House,3892,3,2,2017,2,5.0,1.08,2750507.61,2.63,31,Sale,Sale Commission,6028.2,8,7,0.03125
BG-LON-20220526-02926,London,Greenwich,2022-05-26,Townhouse,2789,4,2,1969,10,9.0,1.09,1858194.04,1.02,50,Sale,Sale Commission,1579.46,56,5,0.0196078431372549
BG-REA-20230507-02927,Reading,Tilehurst,2023-05-07,Townhouse,2043,3,2,1989,4,7.0,1.11,1417007.3,2.75,73,Lease,Student Housing,58779.36,36,5,0.013513513513513514
BG-GUI-20250601-02928,Guildford,Stoughton,2025-06-01,Townhouse,3789,3,1,1980,4,5.0,1.13,1723205.91,1.01,46,Sale,Sale Commission,1450.36,45,6,0.02127659574468085
BG-LON-20190403-02929,London,Camden,2019-04-03,Detached House,2945,2,1,1981,2,1.0,1.02,1267155.87,2.95,158,Lease,Airbnb/Short Let,74632.87,44,4,0.006289308176100629
BG-GUI-20210420-02930,Guildford,Park Barn,2021-04-20,Apartment,2198,1,1,2001,1,7.0,0.94,1276727.05,2.01,90,Lease,Residential Rent,49232.48,24,4,0.01098901098901099
BG-LON-20230103-02931,London,Brixton,2023-01-03,Apartment,3695,1,1,2014,10,7.0,1.12,1884569.72,2.62,17,Sale,Sale Commission,4114.64,11,1,0.05555555555555555
BG-REA-20190126-02932,Reading,Southcote,2019-01-26,Townhouse,1910,2,2,1990,4,6.0,0.99,956193.35,1.41,30,Lease,Student Housing,55884.08,35,1,0.03225806451612903
BG-LON-20230117-02933,London,Ealing,2023-01-17,Apartment,1746,2,1,2017,10,9.0,1.08,1253038.57,2.94,112,Sale,Sale Commission,3069.94,8,1,0.008849557522123894
BG-LON-20230825-02934,London,Ealing,2023-08-25,Detached House,1625,2,2,2021,10,2.0,1.11,1049456.79,1.24,81,Lease,Residential Rent,34643.85,4,8,0.012195121951219513
BG-LON-20181107-02935,London,Hackney,2018-11-07,Apartment,3331,1,1,1991,7,,0.98,1699955.25,1.25,175,Lease,Student Housing,109779.21,34,11,0.005681818181818182
BG-LON-20210705-02936,London,Richmond,2021-07-05,Townhouse,515,5,1,1976,10,1.0,1.05,426173.08,2.62,76,Sale,Sale Commission,930.48,49,7,0.012987012987012988
BG-REA-20241025-02937,Reading,Tilehurst,2024-10-25,Apartment,2732,3,3,1960,1,2.0,1.12,1406354.48,1.94,91,Sale,Sale Commission,2273.61,65,10,0.010869565217391304
BG-LON-20200131-02938,London,Notting Hill,2020-01-31,Apartment,1978,1,1,1995,5,9.0,1.01,950447.53,1.24,44,Sale,Sale Commission,982.13,30,1,0.022222222222222223
BG-REA-20190820-02939,Reading,Earley,2019-08-20,Townhouse,2999,4,2,2006,7,7.0,0.99,2071375.21,1.7,160,Sale,Sale Commission,2934.45,19,8,0.006211180124223602
BG-LON-20190507-02940,London,Ealing,2019-05-07,Townhouse,3147,4,2,1995,10,7.0,0.98,2629614.85,1.11,15,Sale,Sale Commission,2432.39,30,5,0.0625
BG-LON-20200608-02941,London,Richmond,2020-06-08,Apartment,652,4,2,2012,5,10.0,0.95,320757.26,2.1,47,Lease,Residential Rent,26075.08,13,6,0.020833333333333332
BG-LON-20220603-02942,London,Chelsea,2022-06-03,Apartment,623,4,4,1986,8,8.0,1.15,832304.31,2.77,160,Sale,Sale Commission,1921.24,39,6,0.006211180124223602
BG-GUI-20230605-02943,Guildford,Park Barn,2023-06-05,Detached House,3748,3,1,2009,5,5.0,1.08,1720332.27,1.85,18,Sale,Sale Commission,2652.18,16,6,0.05263157894736842
BG-LON-20190323-02944,London,Clapham,2019-03-23,Detached House,3186,1,1,1978,10,9.0,0.98,2109931.7,1.9,176,Sale,Sale Commission,3340.73,47,3,0.005649717514124294
BG-LON-20210308-02945,London,Clapham,2021-03-08,Apartment,2057,4,2,1954,7,8.0,0.86,832650.34,2.63,172,Sale,Sale Commission,1824.89,71,3,0.005780346820809248
BG-GUI-20231228-02946,Guildford,Park Barn,2023-12-28,Townhouse,2336,1,1,2015,10,2.0,1.15,1315438.44,1.66,46,Sale,Sale Commission,1819.69,10,12,0.02127659574468085
BG-LON-20231211-02947,London,Clapham,2023-12-11,Apartment,2948,2,2,1977,1,4.0,1.12,1765317.74,2.29,157,Lease,Student Housing,84733.65,48,12,0.006329113924050633
BG-REA-20240613-02948,Reading,Coley,2024-06-13,Townhouse,2340,4,4,1958,7,9.0,1.06,2024321.62,2.55,88,Lease,Residential Rent,61325.11,67,6,0.011235955056179775
BG-LON-20200527-02949,London,Clapham,2020-05-27,Apartment,1698,2,1,1989,10,9.0,0.88,693925.3,2.15,51,Sale,Sale Commission,1243.28,36,5,0.019230769230769232
BG-LON-20200208-02950,London,Clapham,2020-02-08,Detached House,1889,3,1,1984,7,2.0,1.0,971147.44,1.36,61,Sale,Sale Commission,1100.63,41,2,0.016129032258064516
BG-GUI-20231024-02951,Guildford,Merrow,2023-10-24,Apartment,1043,2,2,1963,10,5.0,1.11,767695.63,2.97,111,Sale,Sale Commission,1900.05,62,10,0.008928571428571428
BG-GUI-20201023-02952,Guildford,Burpham,2020-10-23,Detached House,1207,2,1,1971,3,8.0,0.93,456762.75,1.0,170,Sale,Sale Commission,380.64,54,10,0.005847953216374269
BG-LON-20231025-02953,London,Brixton,2023-10-25,Detached House,882,4,1,1966,7,3.0,1.07,601307.76,1.41,115,Lease,Airbnb/Short Let,29649.99,59,10,0.008620689655172414
BG-GUI-20210705-02954,Guildford,Guildford Town Centre,2021-07-05,Apartment,631,4,2,1951,6,6.0,1.1,302554.32,2.63,21,Sale,Sale Commission,663.1,74,7,0.045454545454545456
BG-GUI-20200718-02955,Guildford,Onslow Village,2020-07-18,Townhouse,3030,1,1,1992,7,3.0,0.91,1045133.85,1.66,178,Sale,Sale Commission,1445.77,33,7,0.00558659217877095
BG-LON-20201111-02956,London,Notting Hill,2020-11-11,Townhouse,2341,2,2,1950,6,7.0,0.94,1593135.43,1.74,151,Lease,Student Housing,73471.29,75,11,0.006578947368421052
BG-GUI-20240410-02957,Guildford,Merrow,2024-04-10,Detached House,2275,5,3,2005,5,9.0,1.09,1963790.26,1.66,35,Lease,Airbnb/Short Let,34333.83,20,4,0.027777777777777776
BG-LON-20250214-02958,London,Richmond,2025-02-14,Townhouse,1511,3,3,1973,7,9.0,1.09,803395.16,1.52,43,Sale,Sale Commission,1017.63,52,2,0.022727272727272728
BG-REA-20190220-02959,Reading,Earley,2019-02-20,Detached House,1923,3,3,1970,10,8.0,1.02,1096590.54,2.85,25,Lease,Airbnb/Short Let,53986.14,55,2,0.038461538461538464
BG-REA-20250330-02960,Reading,Coley,2025-03-30,Detached House,3693,2,2,1992,2,3.0,1.13,1603704.81,2.44,143,Sale,Sale Commission,3260.87,33,3,0.006944444444444444
BG-REA-20240621-02961,Reading,Kennet Island,2024-06-21,Detached House,942,4,1,1958,1,8.0,1.11,505604.57,2.88,85,Sale,Sale Commission,1213.45,67,6,0.011627906976744186
BG-REA-20241111-02962,Reading,Southcote,2024-11-11,Apartment,1887,1,1,1978,1,10.0,1.14,1086029.36,2.75,106,Sale,Sale Commission,2488.82,47,11,0.009345794392523364
BG-GUI-20191024-02963,Guildford,Guildford Town Centre,2019-10-24,Apartment,3664,5,2,1981,7,8.0,0.98,2339879.17,1.16,95,Sale,Sale Commission,2261.88,44,10,0.010416666666666666
